ID,Datum_ontvangst,Product,Omschrijving,Antwoord_bedrijf,Omschrijving_lengte,Antwoord_lengte
2060913,2024-08-12,Kredietregistratie,"I have disputed XXXX incorrect addresses reporting on my credit with Transunion over the last few months. However, I have not had any successful with getting these incorrect addresses removed. So, I need your assistance in getting this matter resolved. The incorrect addresses are : XXXX XXXX XXXX XXXX XXXX, XXXX, GA XXXX XXXX XXXX XXXX XXXX, XXXX",Closed with non-monetary relief,348,31
1786324,2024-02-12,Kredietregistratie,"Please note that XXXX did adjust the incorrect issue, however they continue to add phone numbers on my personal information that are not and never have been mine. The following telephone numbers I have asked to be removed and they have not done this. They are in Texas XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX. In regards to Experian they correctly placed me on a 7 year fraud alert, then the following month, placed me on a reduced 90 day fraud alert, why they did this I do not know, but this is incorrect, I should remain on the 7 year fraud alert. I have recieved confirmation from XXXX, and Experian, I never received any confirmation from XXXX on the status of the 7 year fraud alert.",Closed with non-monetary relief,732,31
1343781,2023-04-23,Incasso,Called all of my family members they could find and gave them a number that is no longer in service. When I did receive there call personally they told me they were going to sue me for debt that I do n't owe and which is probably ten years old. They refused to take my lawyers information or give me any information to contact them.,Closed with explanation,332,23
1513662,2023-08-11,Hypotheek,"I got a loan through Zions Bank here in Utah for a construction loan everything went smoothly. I started making payments to Zions Bank and everything was going great until XXXX of 2015. We noticed that our payment had n't come through on Zions Bank bill pay by by the XXXX of XXXX. I started calling Zions Bank to find out what the issue was and whyour payment was not showing. After hours on the phone we found out that our loan had been sold to XXXX. Our payment finally came through on XX/XX/XXXX but we did n't find out from Zions until XX/XX/XXXX what had happened. Our loan number had changed due to the selling of our Loan to XXXX. 
The issue I have is that our bills that were coming from Zions Bank never changed, they came in the same envelope and addressed to Zions Bank. We never saw anything that said our loan had changed hands and that we had a new account number. Everything on the bill was identical to all the other bills we had already received for three months. Still the same bill comes from Zions Bank as if they are holding our loan. We had our XX/XX/XXXX payment that was sent out before we found out that there was a new loan number issued to us. So again, our XX/XX/XXXX payment did n't show up until XX/XX/XXXX. Luckily after a lot of phone calls they refunded our late fees and guaranteed that we our credit would n't be affected. After we changed the account number on our online bill pay we sent our XXXX payment thinking finally everything is fixed. Nope! Our payment was taken out on XX/XX/XXXX from Zions Bank, but instead of sending it like all the other checks in a Billpay Check it was sent from Zions Bank in a ACH but of Course Cenlar could n't locate the payment. I spent over 8 hours in XX/XX/XXXX trying to locate this XXXX payment and no one, I mean no one could find out where this payment had gone. I finally asked Zions Bank to retract the payment and I made a payment over the phone this morning over the phone to XXXX for our XX/XX/XXXX payment. PS I sent a paper check from my account to see if it would get screwed up for my XX/XX/XXXX payment and they had already received it for XX/XX/XXXX when I called this morning. 
The issues I can see is that Zions Banks name should not show up on a statement if they are not servicing the loan. I should of had something that stood out that said our loan number had changed and this is who would be servicing my loan. I should of had something from XXXX stating that they were taking over my loan and provided my new loan number. I think this is deceitful acts by both companies and that this should end immediately. The other issue is that Zions and XXXX Both said my credit would not be tarnished and I will be checking it soon. If it is I would like directions on how I can sue both companies for this. 
I cant stand Zions, and will be moving my accounts. I cant stand XXXX and I have only been with them for 3 months. I also got a cancelation notice from my Mortgage Insurance company showing non payment ... hmmm guess who had to clean that up too? Is n't this what they get paid for? XXXX is horrible and they should be fined with all the other complaints I am seeing online. If you the consumer protection agency does n't protect us from these XXXX who do we go after? You the consumer Protection agency? Do something about these horrific practices. I am never getting my 8 hours back from last month and I am thinking if my credit gets wrecked you wont do anything about that too?",Closed with explanation,3479,23
2398974,2025-03-22,Hypotheek,"I am seeking a Deed in Lieu of Foreclosure. I began the process in XXXX XXXX, and all documents were submitted and accepted by the mortgage servicer. In late XXXX XXXX I was informed the request had been conditionally approved. For the past five months I have received letters from the servicer stating they are actively working on my account and I should have answer within fifteen business days. The letters usually arrived every three or four weeks. I received a letter from the servicer dated XXXX XXXX, XXXX stating my request for a Deed in Lieu of Foreclosure resolution was denied. I believe the servicer unnecessarily delayed a final decision until after the Home Affordable Foreclosure alternatives ended XXXX XXXX, XXXX.",Closed with explanation,730,23
1497403,2023-07-31,Kredietregistratie,"I am filing this complaint because I think what Experian is doing to me is wrong, unethical and may be against the law. A letter was mailed to Experian on or around [ XXXX/XXXX/15 ]. 
I clearly stated my concerns to them regarding inaccurate, questionable or unverifiable information listed on my credit report. I also provided a clear copy of my ID, proof of my social security number and a proof of my current mailing address. 
On [ XXXX/XXXX/15 ] I received a notice from Experian stating the following : '' We received a suspicious request in the mail regarding your personal credit report and determined that it was not sent by you. Suspicious requests are reviewed by Experian security personnel who work regularly with law enforcement officials and regulatory agencies to identify fraudulent and deceptive correspondence purporting to originate from consumers. 
In an effort to safeguard your personal credit information from fraud, we will not be initiating any disputes based on the suspicious correspondence. 
Experian will apply this same policy to any future suspicious requests that we receive regarding your personal credit information, but we will not send additional notices to you of suspicious correspondence. 
If you believe that information in your personal credit report is inaccurate or incomplete, please visit our website at experian.com/validate dispute or call us at XXXX ( XXXX ) XXXX to speak directly to an Experian consumer assistance representative. "" However, an Experian confirmation number was not even provided on this notice. I can not imagine what could have possibly been "" suspicious '' about my correspondence to Experian. I should not have to spend endless hours on phone calling the credit bureau back and forth attempting to resolve the issues on my credit report! I am filing this complaint because Experian will not respond to any letters that I am sending in. I 'm sure this could be a violation of my rights and Experian should not be deliberately disregarding my concerns!",Closed with explanation,2020,23
1532826,2023-08-24,Hypotheek,"I received a Loan Modification from Ocwen Servicing ( loan # XXXX ) in 2012. Recently they have informed me that the modification never happened, even though I have documentation from them that I was approved, and I have never been late or missed a payment in XXXX years. ( Since I went on the home modification loan ) XXXX XXXX XXXX with the XXXX XXXX is assisting me, she has all of my documentation. ( XXXX ) XXXX case # XXXX. I also sent all of my documentation to XXXX XXXX XXXX XXXX XXXX expert with the Virginia Office of the Attorney General.. ( XXXX ) XXXX. Ocwen recently sent me a letter through their attorney, XXXX XXXX XXXX ( XXXX ) XXXX that they were in the process of foreclosure. Please help me. My name is XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX ( XXXX ) XXXX Have lived here XXXX years. The wife and I recently retired as XXXX. Thanks so much!!",Closed with explanation,870,23
1772196,2024-02-03,Incasso,This company refuses to provide me verification and validation of debt per my right under the FDCPA. I do not believe this debt is mine.,Closed with explanation,136,23
1461331,2023-07-10,Bankrekening,"I received a bill for a "" expedited payoff ''. I did not request this therefore is does not belong to me, nor did I agree to this!",Closed with explanation,130,23
1993963,2024-06-30,Hypotheek,I am a XXXX in Maryland. I listed a XXXX home from Carrington MORTGAGE services. I signed a form with Carrington REAL ESTATE services agreeing to pay 35 % referral fee. The listing agreement with Carrington MORTGAGE services had me paying a 1.5 % referral fee to Carrington PROPERTY services. The agreement also stated that the max referral fee would be 1.5 % I assumed I was only paying a 1.5 % referral fee to Carrington. I never noticed they were all different companies they all had the same logos. They never disclosed that they were all different. All you see on there forms is the Carrington logo then in small letters either MORTGAGE PROPERTY REAL ESTATE services depending on who your paying. I think this XXXX a RESPA violation. How many other Realtors work hard for there commission only to find out at the settlement Carrington and all there partnership are getting there money they worked hard for.,Closed with explanation,911,23
1429429,2023-06-19,Hypotheek,"My complaint is base on being treated unfair, I have also been mislead and discriminated. I decided to have my mortgage loan with the NAVY Federal because of the support to the militaries being a daughter of a retired NAVY I support them. 
My loan officer was XXXX that assist submitting the application and gathering part of the documentation. After that I was assigned a Processor by the name of XXXX throughout the time the communication was very poor I send emails requesting a call back, because every time I call the XXXX it was a hold time of over 20 minutes and when you finally got someone on the phone they would say the loan officer was not available and offer to take a message, I asked to be transfer to a supervisor or an escalations department and they always refuse and said no one was available and that they could take a message this was more than XXXX times.
 I continued with the loan and providing documents needed, I continuously asked XXXX what other documents were needed to be able to get the clear to close on the loan. Our closing date was XX/XX/XXXX, on XX/XX/XXXX after many emails and conversations I received a request of proof of taxes being filed for XX/XX/XXXX and XX/XX/XXXX.I was not informed of this until XX/XX/XXXX two days prior to my closing. I request to speak to a supervisor or someone above her that could help me on expediting this without success she always said I can take a message and never got to speak anyone.
I did a research and found the name of the head representative of the mortgage business within the XXXX and I sent an email including XXXX explaining the situation and asking for help without any response. I was frustrated I worked so hard on putting the money together, looking for the home going thru the process of finally getting a contract approve etc...
On every contact I had the impression was a NO HELP and the way business was handle it was a clear message you are nobody and we do not care. After I sent the email to XXXX I was contacted by a supervisor name XXXX she said all documentation was in filed and she had submitted my loan to underwriting and was pending for approval the conversation took effect on the day of my closing XX/XX/XXXX. 
I continued to call her we talked about XXXX times and at XXXX eastern time she said she was forwarding my file to her supervisor because she had no response through all this time she NEVER mentioned any missing documentation or the need of having transcripts. Thats when XXXX sent me an email advising I needed to have my XX/XX/XXXX and XX/XX/XXXX filed and processed.
I was frustrated and aggravated I advised I was mislead by her loan originator, processor and supervisor because all XXXX had said all I needed was to have proof of filing, her response was sorry and you work on a financial institution you should know this information.
She clearly didnt want to deal with me she avoided my calls until she had to take it because I advised her on proceeding with legal action and after talking to her she just said you should have know... 
XXXX never bother to follow up or  have someone follow up. I am a single mother with XXXX little boys XXXX and XXXX years old, I am traumatized by the experience. I have tried to communicate with someone in the XXXX that is able to see how the mortgage department is handling  business. I was mislead by false information, communication is terrible if they dont have the staff to service the loans than DONT do them.  there is no customer service and you can barely get someone that is available, the hold time is ridiculous, how are the CONSUMERS being protected.
They also breach privacy by sending other customers personal  information and appraisal information. This company is so disorganize that is scary.
I have gave my noticed to vacate and I am now homeless a",Closed with explanation,3830,23
2268010,2024-12-29,Hypotheek,"Ditech obtained the servicing of our first and second mortgage earlier this year. We were solicited to do a XXXX Refinance on our first since the rate was 6.125 % and they could do better. We started the process on XXXX XXXX, 2016 and did not finalize the process till XXXX XX/XX/XXXX2016. Multiple Loan Estimates were sent throughout the process with changes to figures with out a Change of Circumstance Letter to accompany the changes explaining why and what was changing. Ditech pointed the finger at XXXX XXXX XXXX and XXXX XXXX pointed the finger at Ditech as to why someone had dropped the ball on ordering the subordination of our second. I had to tell Ditech multiple times that we had paid for an appraisal out of pocket yet they continued to show the fees. The lock expired on XXXX/XXXX/2016 so they had to extend it. XXXX estimate shows the extension fee to us which they later retracted because it was evident that they were responsible for the delays in what should have been a relatively easy refinance. 
Ditech sent me the Closing Disclosure on XXXX XXXX, 2016 via a docusign email rather than through the password protected website known as XXXX XXXX. The file was corrupt and I could not open it. I called them to advise, however no body called me back. By Monday evening the XXXX of XXXX I had still not heard back from them so I called Title to advise that we were unable to open much less electronically sign the CD to start the three business day clock so we could close. I received the CD on the XXXX and we esigned it. They insisted that we sign documents on the XXXX of XXXX which was not the full three days required by XXXX. I am in the mortgage industry so I advised that we really should be signing the XXXX of XXXX. They advised that that was not the case and left the documents dated for a XXXX closing. On XXXX XXXX, we received a past due notice dated the XXXX stating that our mortgage was past due even though the loan was in recission. I understand the notice however, the notice was mailed to our home address but had the names of other individuals on it. I do n't know who these people are, but none the less it was alarming that they had violated the XXXX Rules by putting someone else on the notice. It makes me wonder who got a notice with our names on it. We were never provided a copy of our credit reports even though we requested them.",Closed with explanation,2379,23
1780039,2024-02-09,Incasso,"First and foremost the person who called me was very rude and did not let me even speak. He was giving me attitude and was n't very informative nor was he professional. I was late for work and asked him if he was able to contact me at a different time, he refused to do so and demanded I speak to him despite the fact of me missing my train. They were not able to provide what it was actually about. Also the gentleman asked me to verify my last XXXX digits of my social security number, I refused because at the time he had n't even told me where he was calling from or what it was regarding! He had n't advised me that they were trying to collect a debt, or anything just kept on demanding that I provide me the last XXXX digits to my social. He then proceeded by telling me that he had my social security number in front of him and then continued by reciting my 1st XXXX digits of my social security number! I was appalled and shocked that he would do something like that. That was my personal information he was sharing out, what if it had not been me? They continuously harass my boyfriend, which I do not even know how they obtained his number seeing how I did n't even know that he existed at the time they claim the date was. They stated that they use a "" very powerful search engine ''. If so then how come no bill was sent to my correct address or how come they did not call MY number? I was APALLED at how I was spoken to. I then proceeded to try and get as much information as possible, leaving me to still scratch my head. My boyfriend was harassed, my personal information was given to me over the phone before verifying it was even me, I was spoken to horribly, Not enough information was given.",Closed with explanation,1710,23
1813476,2024-03-02,Incasso,"Account # XXXX. I recently consolidated my school loans with the Dept of Education ( from Navient ) .There were 2 payments released to Navient. The payments should have been made to the US Dept of Education. Unknowingly, I still submitted those payments to Navient. One of those payments ( {$8.00} ) was processed and transferred accordingly after I faxed over the evidence. It has been weeks since Ive heard anything about the 2nd payment. The payment in question was made on XXXX XXXX, 2016 from an ePayment ( {$170.00} ) with XXXX XXXX. That payment from me seems to be stuck in cyberspace and I am not receiving feedback about this transfer. I faxed over evidence showing proof with still no feedback ...",Closed with explanation,708,23
2269033,2024-12-29,Incasso,"medical bills of more than $ XXXX @ XXXX % ; my mail was not forwarded from an old address ; abusive call on XX/XX/XXXX from XXXX at XXXX XXXX, WA XXXX Very rude and threatening. 
I 've paid off all the debt, and need some form of written record of that. I requested this several times in XX/XX/XXXX, with no result. I have my CC receipts, but called them to request a record on XX/XX/XXXX "" We ca n't do that '' After XXXX min. on the phone, they said it was going in the mail the next day, I have yet to receive anything.",Closed with explanation,523,23
1967056,2024-06-13,Hypotheek,"In XXXX XXXX, a little over a year following my divorce, Wells Fargo foreclosed on my home. Local attorneys representing Wells Fargo attempted to collect a deficiency judgment on the property. Because I could not pay the debt, I filed Chapter XXXX bankruptcy because of the consequences of this debt, and I received a discharge of the bankruptcy from the XXXX Court for the XXXX XXXX XXXX in XXXX XXXX. The XXXX XXXX XXXX Court sustained my attorney 's objection to Wells Fargo 's motion for deficiency judgment in XXXX XXXX. 

Wells Fargo purchased a homeowner 's policy for this property in XXXX or XXXX XXXX. Even after the foreclosure, Wells Fargo maintained the policy and attempted to bill me for it. The final cancellation for the policy did not occur until XXXX XXXX, four months after my attorney sent them a letter reminding them of the foreclosure and informing them that I no longer owned the property. 

I continue to get mail from the Wells Fargo Home Preservation Department demanding that I call and speak to them about my loan and telling me that they are attempting to collect a debt. The home belongs to them, their motion for deficiency judgment was n't accepted by the court, and I owe them nothing.",Closed with explanation,1220,23
2038977,2024-07-31,Incasso,STELLAR RECOVERY IS REPORTING INACCURATE INFORMATION ON MY XXXX CREDIT FILE THIS IS NOT MINE,Closed with explanation,92,23
1883050,2024-04-17,Incasso,"On XXXX XXXX I sent jefferson capital systems a certified verification of debt letter. I have recieved no response thus far. 
I would like help on what I need to do next. 

this is the letter that was sent ... 

XXXX/XXXX/2016 XXXX XXXX XXXX XXXX XXXX, XXXX Ca XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, MN XXXX Re : Acct # XXXX To Whom It May Concern, I am sending this letter to you in response to a notice I received from you on ( XXXX/XXXX/2016 ). Be advised, this is not a refusal to pay, but a notice sent pursuant to the Fair Debt Collection Practices Act, 15 USC 1692g Sec. 809 ( b ) that your claim is disputed and validation is requested. 
This is NOT a request for "" verification '' or proof of my mailing address, but a request for VALIDATION made pursuant to the above named Title and Section. I respectfully request that your office provide me with competent evidence that I have any legal obligation to pay you. 
Please provide me with the following : What the money you say I owe is for ; Explain and show me how you calculated what you say I owe ; Provide me with copies of any papers that show I agreed to pay what you say I owe ; Provide a verification or copy of any judgment if applicable ; Identify the original creditor ; Prove the Statute of Limitations has not expired on this account ; Show me that you are licensed to collect in my state ; and Provide me with your license numbers and Registered Agent. 
If your offices have reported invalidated information to any of the XXXX major Credit Bureau 's ( XXXX, XXXX or XXXX ), said action might constitute fraud under both Federal and State Laws. Due to this fact, if any negative mark is found on any of my credit reports by your company or the company that you represent I will not hesitate in bringing legal action against you for the following : Violation of the Fair Credit Reporting Act Violation of the Fair Debt Collection Practices Act Defamation of Character If your offices are able to provide the proper documentation as requested, I will require at least 30 days to investigate this information and during such time all collection activity must cease and desist. 
Also during this validation period, if any action is taken which could be considered detrimental to any of my credit reports, I will consult with my legal counsel. This includes any information to a credit reporting repository that could be inaccurate or invalidated or verifying an account as accurate when in fact there is no provided proof that it is. 
If your offices fail to respond to this validation request within 30 days from the date of your receipt, all references to this account must be deleted and completely removed from my credit file and a copy of such deletion request shall be sent to me immediately. 
I would also like to request, in writing, that no telephone contact be made by your offices to my home or to my place of employment. If your offices attempt telephone communication with me, including but not limited to computer generated calls or correspondence sent to any third parties, it will be considered harassment and I will have no choice but to file suit. All future communications with me MUST be done in writing and sent to the address noted in this letter. 
This is an attempt to correct your records, any information obtained shall be used for that purpose. 
Best Regards, XXXX XXXX",Closed with non-monetary relief,3367,31
1879366,2024-04-14,Hypotheek,"I filed chapter XXXX bankruptcy on XXXX/XXXX/14, the bankruptcy was discharged on XXXX/XXXX/2014. I included my XXXX balance of approx. {$34000.00} ; this balance was discharged. XXXX sold the loan to Seterus. I have been making monthly payments to Seterus because I want to avoid a foreclosure. However, Seterus are charging me interest and will not provide me with a statement, nor will they provide me with receipt of my payments. My payments have increased from {$300.00} to over {$400.00}. I have requested pay off statements and the balance keeps increasing. Since this loan was included and discharged in my bankruptcy they should not be charging me interest. I want a refund of all of the interest I have paid them since 2014. I want a detailed list of all of my payments and I want a pay off statement. They refuse to talk to me on the phone because they keep saying I am in bankruptcy. I keep telling them my bankruptcy is discharged and closed. I need this information so that I can sell the property and I want the interest that they have charged me to get refunded. I am not liable to pay this loan because it was discharged. They are breaking the law by charging interest on a loan that was included and discharged in bankruptcy. Please help.",Closed with explanation,1256,23
1906261,2024-05-02,Incasso,"Capital one and their attorney sued me for non payment of a credit card on XXXX occasions, once in XX/XX/XXXX and again in XX/XX/XXXX. After I filed a complaint with cfpb they withdrew suit and gave me a number to call to make payment arrangements as I had requested in XX/XX/XXXX, wanted 0 interest and 5 year payout, they refused to accept a payment plan. I have attempted to make contact on 3 occasions using a pin that was given by XXXX XXXX, and each time was told I have no open account.",Closed with explanation,493,23
2062334,2024-08-13,Consumentenkrediet,"I paid my auto loan off in full via the lenders website by submitting an online payment which processed via ACH out of my checking account. Two days later I inquired as to when I would get the title and Ally XXXX informed me that it is "" company policy '' that there is a holding period of ten days before they would release the title and then it would take 3-5 days to mail. That is a TWO week waiting period on my title when I paid in full. I would understand if I had written a personal check that there would be a clearing timeframe, but an ACH is an immediate payment. How is it legal for them to hold the title for 10 days? Reg CC has rules against holds being placed on funds via check, but there has to be some sort of ruling on release of title. If they have my funds, I should be able to demand my title.",Closed with monetary relief,814,27
2340529,2025-02-11,Incasso,"I moved from my condo and disconnected my bundled tv through XXXX and XXXX and paid the bill off through XXXX & XXXX, however XXXX turned the amount I paid them to satisfy my bill into a debt collector. I 've contacted XXXX 8 times and they have where I satisfied the bill but have n't contacted the debt collector to take this charge off. I do not owe the {$340.00}.",Closed with explanation,367,23
1895436,2024-04-25,Bankrekening,"My husband died in America and I was forced to return to XXXX XXXX. I 'm the Executor of his estate but the Bank of America refuses to pay me the balance in his account. There reason being? we are not going to be able to accept the documentation you provided to me to open an estate account. As we discussed before in the past, the documentation for the estate would have to be from a State of Florida Judge naming the personal representative to the estate. Once we have that documentation and a tax ID number for the estate we could then open an estate account for the funds that he had here at Bank of America to be deposited in and the personal representative could distribute the funds as they see fit.",Closed with explanation,706,23
1781287,2024-02-10,Incasso,"I just received a phone call from a woman who claims to be a representative from Santander Consumer in reference to a loan where the property was repossessed and re-sold to another party. The caller told me that they could cut me a "" side deal '' to where I would only pay half of the debt owed and the other party would be responsible for what was left. When I refused and stated to her that the whole thing do not sound right she ( the representative ) began going into a tirade about how she 's going to offer the other person the deal if I did n't take it and that she was going to put the debt into collections and ruin my credit. She also stated that the company would attempt to take me to court for the balance due. This company first contacted me back in XXXX and I expressed to them then to no longer call me and to deal with the former owner of the vehicle. They called a few times in XXXX and instead of leaving messages they just hung up. They would also hang up when I answered. They stopped for a while and had started back calling in XXXX XXXX. When I would answer they would hang up. They would not leave a voicemail when I did n't answer. Today on XXXX XXXX XXXX at XXXX Arizona time, XXXX XXXX time ( where I currently reside ) they called me and I answered the phone and that 's when the woman on the other end began to harass me. The number where the calls are originating from is XXXX",Closed with explanation,1406,23
1634949,2023-11-02,Kredietregistratie,"Equifax has a XXXX credit card showing it is OPEN with a XXXX balance. 
They have been sent copies of the XXXX. This should show the credit card as CLOSED with a XXXX balance. Letter from XXXX was also sent reflecting that this is true information. 
My credit score has dropped without explanation with them for no apparent reason.",Closed with explanation,331,23
1742620,2024-01-15,Creditcard,"I scheduled an automatic payment with Paypal Credit to come out of my bank account on the due date, and I am being charged a late fee.",Closed with monetary relief,134,27
1914214,2024-05-06,Hypotheek,"Currently with Ditech Mortgage company - pay one month in advance on mortgage payments. Ditech shifted internal mortgage account numbers and when did, the new statement showed payment due one month prior. Representative stated that instead of payment applied to future month and additional principle, XXXX % of it was applied to principle. This is a no-penalty advance pay mortgage contract and we are quickly approaching the 'late fee ' date with funds not being reallocated as indicated on the coupon and as requested for the last 3 weeks ... multiple supervisors spoken to and NO ONE seems to want to take responsibility and call back. PLEASE HELP!!!!",Closed with explanation,654,23
2325181,2025-02-02,Consumentenkrediet,"I paid off my Ford Credit loan early around XX/XX/2017. about a week or so later i got a letter with a check for {$8.00} saying I overpaid my paid in full contract. 
I got a couple of emails asking to take a survey and then a couple of emails asking for a call but not any reason to call. I assumed it was for feedback or to offer another loan. I did n't follow up as I am not interested. 
However, it appears that I put my account number in incorrectly and the payment did n't go thru. Unfortunately, I was never told this. The emails said nothing of this. 
They took the car yesterday and when I explained that i was n't aware it was not paid in full I was basically told that it was n't their problem.",Closed with explanation,704,23
